Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Publication.Date,Total.Onboard,Fatal.Serious.Count,Fatal.Serious.Rate,Aircraft.Damage,Make_Model,Make.Model
Accident,ERA09LA209,2009-03-08,"Lumberton, MS",United States,031056N,0892857W,4R1,I H Bass Jr Memorial Airport,Non-Fatal,Substantial,Airplane,N8560Y,piper,pa-30,No,2.0,Reciprocating,091,,Personal,Robert J Albrecht,0.0,0.0,0.0,1.0,VMC,Collapse of the landing gear due to worn left main landing gear components.,25-09-2020,1.0,0.0,0.0,0,piper-pa-30,piper-pa-30
Accident,ERA09WA223,2009-03-08,"Querencia, Brazil",Brazil,164024S,0491529W,,,Fatal,Destroyed,Airplane,PT-LKH,beech,a36,No,,Reciprocating,NUSN,,Unknown,Percival Santos Muniz,1.0,0.0,0.0,0.0,,,03-11-2020,1.0,1.0,1.0,1,beech-a36,beech-a36
Accident,CEN09FA195,2009-03-09,"Golden, NM",United States,351413N,0106129W,1N1,Sandia Airpark Estates Airport,Fatal,Destroyed,Airplane,N9646L,grumman,aa-1b,No,1.0,Reciprocating,091,,Personal,RUPERT RANDAL N,2.0,0.0,0.0,0.0,IMC,The pilot's continued visual flight into instrument meteorological conditions. Contributing to the accident were the pilot's recent usage of alcohol and his subsequent impairment.,25-09-2020,2.0,2.0,1.0,1,grumman-aa-1b,grumman-aa-1b
Accident,ERA09CA190,2009-03-09,"Belmar, NJ",United States,401113N,0074729W,BLM,Monmouth Executive Airport,Non-Fatal,Substantial,Airplane,N28DA,piper,pa-42,No,2.0,Turbo Prop,091,,Positioning,HORTMONT AVIATION SERVICES INC,0.0,0.0,0.0,2.0,IMC,"The pilot's improper flare, which resulted in a hard landing.",25-09-2020,2.0,0.0,0.0,0,piper-pa-42,piper-pa-42
Accident,DCA09WA038,2009-03-09,"Jakarta, Indonesia",Indonesia,,,,,Non-Fatal,Substantial,Airplane,PK-LIL,mcdonnell douglas,md-90,No,2.0,,UNK,SCHD,,,0.0,0.0,0.0,172.0,,.,03-11-2020,172.0,0.0,0.0,0,mcdonnell douglas-md-90,mcdonnell douglas-md-90
Accident,CEN09LA206,2009-03-10,"Aberdeen, SD",United States,452657N,0982519W,KABR,Aberdeen Regional Airport,Non-Fatal,Substantial,Airplane,N402BP,cessna,402b,No,2.0,Reciprocating,135,NSCH,,"Business Aviation Courier, Inc.",0.0,0.0,0.0,1.0,IMC,"The pilot's continued flight into adverse weather and icing conditions, and his failure to maintain aircraft control resulting in a hard landing. Contributing to the accident was the accumulation of airframe ice and the strong, gusting crosswinds.",25-09-2020,1.0,0.0,0.0,0,cessna-402b,cessna-402b
Accident,ERA09CA196,2009-03-12,"Darlington, SC",United States,341644N,0795535W,6J7,Branhams Airport,Non-Fatal,Substantial,Airplane,N82891,piper,pa-28,No,1.0,Reciprocating,091,,Personal,Skyline Aviation,0.0,0.0,0.0,2.0,VMC,The pilot's failure to maintain directional control during the landing roll. Contributing to the accident were the dark night and the pilot's lack of experience.,25-09-2020,2.0,0.0,0.0,0,piper-pa-28,piper-pa-28
Accident,CEN09CA213,2009-03-12,"Durango, CO",United States,003793N,0107458W,DRO,Durango-La Plata County,Non-Fatal,Substantial,Airplane,N8245H,beech,58,No,2.0,Reciprocating,091,,Instructional,SAN JUAN PILOT TRAINING INC,0.0,0.0,0.0,2.0,VMC,The student pilot's improper landing flare and the flight instructor's delayed remedial action.,25-09-2020,2.0,0.0,0.0,0,beech-58,beech-58
Accident,CEN09LA211,2009-03-13,"Shelbyville, IN",United States,393459N,0854817W,GEZ,Shelbyville Municipal Airport,Non-Fatal,Substantial,Airplane,N338WS,piper,pa-23-160,No,2.0,Reciprocating,091,,Ferry,Delbert Reiff,0.0,0.0,0.0,1.0,VMC,The loss of engine power during cruise flight due to fuel contamination. Also causal was the pilot's decision to conduct the flight with known contaminants in the fuel.,25-09-2020,1.0,0.0,0.0,0,piper-pa-23-160,piper-pa-23-160
Accident,WPR09FA150,2009-03-14,"Pomona, CA",United States,003439N,1174750W,KPOC,Brackett Field Airport,Fatal,Destroyed,Airplane,N129AB,piper,pa28-236,No,1.0,Reciprocating,091,,Personal,Charles W Shaffer,2.0,0.0,0.0,0.0,IMC,The pilot's spatial disorientation while flying in instrument meteorological conditions that resulted in a loss of control of the airplane. Contributing to the accident was the pilot's lack of recent instrument flying experience.,25-09-2020,2.0,2.0,1.0,1,piper-pa28-236,piper-pa28-236
Accident,ANC09LA025,2009-03-14,"Buckland, AK",United States,655853N,0161857W,PABL,Buckland,Non-Fatal,Substantial,Airplane,N4112K,piper,pa-31-350,No,2.0,Reciprocating,135,NSCH,,Frontier Flying Service,0.0,0.0,0.0,1.0,VMC,The pilot's failure to abort the landing while landing on a snow/ice-covered runway.,25-09-2020,1.0,0.0,0.0,0,piper-pa-31-350,piper-pa-31-350
Accident,CEN09CA212,2009-03-15,"Gardner, KS",United States,384814N,0945713W,K34,Gardner Municipal Airport,Non-Fatal,Substantial,Airplane,N43181,piper,pa28-151,No,1.0,Reciprocating,091,,Personal,BREAK EVEN AIRCRAFT RESOURCING LLC,0.0,0.0,0.0,1.0,VMC,The pilot's failure to ensure adequate clearance between the airplane's right wing and the building.,25-09-2020,1.0,0.0,0.0,0,piper-pa28-151,piper-pa28-151
Accident,ERA09LA200,2009-03-15,"Gaithersburg, MD",United States,039953N,0771019W,GAI,Montgomery County,Non-Fatal,Substantial,Airplane,N213CP,cirrus,sr22,No,1.0,Reciprocating,091,,Personal,N2877B LLC,0.0,0.0,0.0,1.0,IMC,The pilots spatial disorientation after the passenger door opened during flight in instrument meteorological conditions. Contributing to the accident was the pilots failure to properly secure the door latch.,25-09-2020,1.0,0.0,0.0,0,cirrus-sr22,cirrus-sr22
Accident,CEN09LA209,2009-03-15,"Bellefontaine, OH",United States,402220N,0834912W,KEDJ,Bellefontaine Regional Airport,Non-Fatal,Substantial,Airplane,N9348S,beech,b24r,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,"The inadequate torque of the Number 3 cylinder rod bolts by maintenance personnel, which resulted in a failure of the connecting rod and a total loss of engine power.",25-09-2020,2.0,0.0,0.0,0,beech-b24r,beech-b24r
Accident,CEN09CA219,2009-03-15,"Stanley, ND",United States,048183N,1022423W,08D,Stanley Municipal,Non-Fatal,Substantial,Airplane,N82041,aeronca,7ac-conv,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain directional control during landing.,25-09-2020,1.0,0.0,0.0,0,aeronca-7ac-conv,aeronca-7ac-conv
Accident,CEN09CA223,2009-03-16,"Taos, NM",United States,362717N,1054012W,KSKX,Taos Regional Airport,Non-Fatal,Substantial,Airplane,N342R,beech,d35,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,The failure of the student pilot to complete the before landing checklist.  Contributing to the accident was his failure to lower the landing gear before landing.,25-09-2020,1.0,0.0,0.0,0,beech-d35,beech-d35
Accident,ERA09LA201,2009-03-17,"Sanford, FL",United States,284636N,0081148W,SFB,Orlando Sanford International,Non-Fatal,Substantial,Airplane,N613FT,piper,pa-28-161,No,1.0,Reciprocating,091,,Instructional,Florida Institute of Technology,0.0,0.0,0.0,2.0,VMC,An engine air induction explosion for an undetermined reason during repeated engine start attempts.,25-09-2020,2.0,0.0,0.0,0,piper-pa-28-161,piper-pa-28-161
Accident,CEN09CA217,2009-03-17,"Lafayette, IN",United States,402445N,0865613W,LAF,Purdue University Airport,Non-Fatal,Substantial,Airplane,N2382R,cessna,172r,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,The pilot's improper flare. Contributing to the accident were the wind gusts.,25-09-2020,1.0,0.0,0.0,0,cessna-172r,cessna-172r
Accident,WPR09CA157,2009-03-17,"San Luis Obispo, CA",United States,351414N,1203833W,SBP,San Luis County Regional Apt,Non-Fatal,Substantial,Airplane,N8215P,piper,pa-24-250,No,1.0,Reciprocating,091,,Personal,HODSON KEITH D,0.0,0.0,0.0,1.0,VMC,The pilot's inadequate compensation for the crosswinds during touchdown.,25-09-2020,1.0,0.0,0.0,0,piper-pa-24-250,piper-pa-24-250
Accident,WPR09FA154,2009-03-17,"Townsend, MT",United States,046257N,1113437W,,,Fatal,Substantial,Airplane,N2698Y,cessna,180f,No,1.0,Reciprocating,091,,Personal,Sparky Imeson,1.0,0.0,0.0,0.0,VMC,The pilot's failure to maintain clearance from trees and terrain while maneuvering at a low altitude.,25-09-2020,1.0,1.0,1.0,0,cessna-180f,cessna-180f
Accident,ERA09LA210,2009-03-18,"Ocala, FL",United States,291021N,0821345W,OCF,Ocala International Airport,Non-Fatal,Substantial,Airplane,N6901L,cessna,310k,No,2.0,Reciprocating,091,,Instructional,Owens Elmer Eugene Trustee,0.0,0.0,0.0,2.0,VMC,The right main landing gear collapse as a result of the pilot's improper flare during a previous landing. Contributing to the accident was the flight instructor's inadequate supervision.,25-09-2020,2.0,0.0,0.0,0,cessna-310k,cessna-310k
Accident,ERA09CA216,2009-03-18,"Atlanta, GA",United States,034047N,0843549W,RYY,Cobb County Airport,Non-Fatal,Substantial,Airplane,N748CD,cirrus,sr22,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,The failure of the pilot to maintain clearance with a parked airplane.,25-09-2020,1.0,0.0,0.0,0,cirrus-sr22,cirrus-sr22
Accident,ERA09WA218,2009-03-19,"Quito, Spain",Spain,000828N,0782917W,SEQU,Mariscal Sucre,Fatal,Destroyed,Airplane,AEE-101,beech,be-200,No,2.0,,NUSN,,Instructional,Ecuadorian Army,7.0,0.0,0.0,0.0,,None.,03-11-2020,7.0,7.0,1.0,1,beech-be-200,beech-be-200
Accident,WPR09CA172,2009-03-19,"Ellensburg, WA",United States,047159N,1203150W,ELN,Bowers Field,Non-Fatal,Substantial,Airplane,N95429,cessna,152,No,1.0,Reciprocating,091,,Instructional,MIDSTATE AVIATION INC,0.0,0.0,0.0,1.0,VMC,The student pilot's improper flare and improper recovery from a bounced landing.,25-09-2020,1.0,0.0,0.0,0,cessna-152,cessna-152
Accident,WPR09FA158,2009-03-20,"Corona, CA",United States,335413N,1173651W,AJO,Corona Municipal Airport,Fatal,Substantial,Airplane,N55962,piper,pa-32-300,No,1.0,Reciprocating,091,,Personal,,2.0,0.0,0.0,0.0,IMC,The pilot did not maintain airplane control during climb due to spatial disorientation while flying in instrument meteorological conditions. Contributing to the accident was the pilot's lack of recent instrument flying experience.,25-09-2020,2.0,2.0,1.0,0,piper-pa-32-300,piper-pa-32-300
Accident,CEN09CA226,2009-03-20,"Corsicana, TX",United States,032125N,0096241W,KCRS,C. David Campell Field,Non-Fatal,Destroyed,Airplane,N7326T,cessna,172a,No,1.0,Reciprocating,091,,Personal,VENABLE JAMES D and Bruce McDonald,0.0,0.0,0.0,1.0,VMC,The pilot's improper flare.,25-09-2020,1.0,0.0,0.0,1,cessna-172a,cessna-172a
Accident,ERA09CA207,2009-03-20,"Dover, DE",United States,039134N,0743528W,33N,Delaware Airpark,Non-Fatal,Substantial,Airplane,N41568,piper,pa28-151,No,1.0,Reciprocating,091,,Personal,PHILL-AIR INC,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain directional control during landing.,25-09-2020,1.0,0.0,0.0,0,piper-pa28-151,piper-pa28-151
Accident,ERA09CA213,2009-03-20,"Merritt Island, FL",United States,282023N,0804111W,COI,Merritt Island Airport,Non-Fatal,Substantial,Airplane,N81912,piper,pa32,No,1.0,Reciprocating,091,,Personal,"Servant Air Ministries, Inc",0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain directional control during the landing roll.,25-09-2020,1.0,0.0,0.0,0,piper-pa32,piper-pa32
Accident,CEN09CA356,2009-03-20,"Charleston, MO",United States,365032N,0892135W,CHQ,Mississippi County,Non-Fatal,Substantial,Airplane,N451S,beech,a36,No,1.0,Reciprocating,091,,Personal,MORLEY TOWER CO,0.0,0.0,0.0,2.0,VMC,"The pilot's inadvertent use of the landing gear selector handle instead of the flap handle during landing rollout, which resulted in the collapse of the nose landing gear.",25-09-2020,2.0,0.0,0.0,0,beech-a36,beech-a36
Accident,CEN09LA227,2009-03-21,"Laredo, TX",United States,273333N,0992815W,LRD,Laredo International,Non-Fatal,Substantial,Airplane,N8120R,beech,a36,No,1.0,Reciprocating,091,,Personal,YVODEN INC,0.0,1.0,1.0,0.0,VMC,The certificated flight instructor's improper fuel management resulting in an engine failure due to fuel starvation.  Contributing to the accident was the flight instructor's failure to properly complete the restart checklist.,25-09-2020,2.0,1.0,0.5,0,beech-a36,beech-a36
Accident,WPR09CA162,2009-03-21,"Jackson, WY",United States,433626N,1104416W,JAC,Jackson Hole Airport,Non-Fatal,Substantial,Airplane,N3920Z,piper,pa-18-150,No,1.0,Reciprocating,091,,Personal,Derek J. Craighead,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain directional control during the landing roll.,25-09-2020,1.0,0.0,0.0,0,piper-pa-18-150,piper-pa-18-150
Accident,ERA09LA208,2009-03-21,"Columbia, MS",United States,031294N,0894919W,0R0,Columbia-Marion County Airport,Non-Fatal,Substantial,Airplane,N4057U,cessna,150e,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,A loss of engine power in flight due to fuel exhaustion as a result of the pilot's inadequate preflight and in-flight fuel planning.,25-09-2020,1.0,0.0,0.0,0,cessna-150e,cessna-150e
Accident,CEN09LA225,2009-03-22,"Ville Platte, LA",United States,304124N,0921649W,,,Non-Fatal,Substantial,Airplane,N5189P,air tractor inc,at-602,No,1.0,Turbo Prop,137,,Aerial Application,CENTRAL FARMERS CO-OP,0.0,0.0,1.0,0.0,VMC,The pilot's failure to maintain clearance from the power transmission lines during an aerial application run.,25-09-2020,1.0,0.0,0.0,0,air tractor inc-at-602,air tractor inc-at-602
Accident,CEN09CA232,2009-03-22,"Madison, IN",United States,384536N,0852753W,IMS,Madison Municipal Airport,Non-Fatal,Substantial,Airplane,N5920T,cessna,150d,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,The loss of engine power due to the failure of the engine's muffler which melted and grounded the ignition P-lead wire.,25-09-2020,1.0,0.0,0.0,0,cessna-150d,cessna-150d
Accident,DCA09RA041,2009-03-23,"Narita, Japan",Japan,354553N,1402311E,NRT,Narita International Airport,Fatal,Destroyed,Airplane,N526FE,mcdonnell douglas,md11,No,,,121,NSCH,,FedEx Corporation,2.0,0.0,0.0,0.0,,,25-09-2020,2.0,2.0,1.0,1,mcdonnell douglas-md11,mcdonnell douglas-md11
Accident,WPR09FA165,2009-03-23,"Henderson, NV",United States,355820N,0115813W,HND,Henderson Executive Airport,Non-Fatal,Substantial,Airplane,N257NA,beech,200,No,2.0,Turbo Prop,135,NSCH,,Southern Nevada Jet Charter,0.0,0.0,0.0,4.0,VMC,The pilot's failure to monitor and maintain clearance from an obstacle during taxi.,25-09-2020,4.0,0.0,0.0,0,beech-200,beech-200
Accident,CEN09CA235,2009-03-23,"Angel Fire, NM",United States,362519N,1051723W,KAXX,Angel Fire Airport,Non-Fatal,Substantial,Airplane,N59287,cessna,210,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,The pilot's failure to maintain directional control during takeoff.  Contributing to the accident was the pilot's decision to take off on an icy runway with high crosswinds.,25-09-2020,2.0,0.0,0.0,0,cessna-210,cessna-210
Accident,WPR09LA164,2009-03-24,"Firebaugh, CA",United States,365135N,1202752W,F34,Firebaugh,Non-Fatal,Substantial,Airplane,N1857H,piper,pa-28-181,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,A total loss of engine power due to fuel exhaustion as a result of the pilot's inadequate fuel planning and monitoring.,25-09-2020,1.0,0.0,0.0,0,piper-pa-28-181,piper-pa-28-181
Incident,DCA09WA044,2009-03-25,"Trelew, Argentina",Argentina,,,,,Non-Fatal,Unknown,Airplane,LV-VBZ,mcdonnell douglas,md88,No,,,NUSC,SCHD,,,0.0,0.0,0.0,71.0,,.,03-11-2020,71.0,0.0,0.0,0,mcdonnell douglas-md88,mcdonnell douglas-md88
Accident,ERA09FA215,2009-03-26,"Lexington, KY",United States,381124N,0842112W,,,Fatal,Substantial,Airplane,N4871N,cessna,182q,No,1.0,Reciprocating,091,,Personal,4871N INC,1.0,0.0,0.0,0.0,IMC,The pilot's failure to maintain control of the airplane for undetermined reasons.,25-09-2020,1.0,1.0,1.0,0,cessna-182q,cessna-182q
Accident,ANC09CA026,2009-03-26,"Dillingham, AK",United States,585916N,1583717W,,,Non-Fatal,Substantial,Airplane,N2989D,cessna,170b,No,1.0,Reciprocating,091,,Personal,FOX BRIAN,0.0,2.0,0.0,0.0,VMC,The pilot's selection of unsuitable terrain for takeoff and his failure to attain adequate airspeed to avoid an aerodynamic stall. Contributing to the accident was the pilot's decision to take off with the airplane over its maximum allowable gross weight.,25-09-2020,2.0,2.0,1.0,0,cessna-170b,cessna-170b
Accident,CEN09FA230,2009-03-27,"Stillwater, OK",United States,036447N,0097411W,,,Fatal,Substantial,Airplane,N373E,cessna,337c,No,2.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,The total loss of dual engine power due to fuel exhaustion as a result of the pilot's inadequate fuel planning.,25-09-2020,1.0,1.0,1.0,0,cessna-337c,cessna-337c
Accident,WPR09LA167,2009-03-27,"Wendover, UT",United States,404244N,0114145W,KENV,Wendover Airport,Non-Fatal,Substantial,Airplane,N98FC,cessna,180g,No,1.0,Reciprocating,091,,Personal,Richard E. Wallace,0.0,0.0,0.0,2.0,VMC,A loss of directional control during landing as a result of the binding in one main landing gear brake assembly due to incorrect maintenance procedures. Contributing to the accident was the pilot's failure to correctly reconfigure the airplane during an attempted rejected landing.,25-09-2020,2.0,0.0,0.0,0,cessna-180g,cessna-180g
Accident,ERA09WA226,2009-03-27,"Lugo Di Romagna, Italy",Italy,,,LIDG,Lugo Di Romagna,Non-Fatal,Substantial,Airplane,N221LD,cirrus,sr22,No,1.0,Reciprocating,UNK,,,,0.0,0.0,0.0,2.0,,,25-09-2020,2.0,0.0,0.0,0,cirrus-sr22,cirrus-sr22
Accident,WPR09LA168,2009-03-28,"Sedona, AZ",United States,345035N,1114746W,KSEZ,Sedona,Non-Fatal,Substantial,Airplane,N97467,cessna,182q,No,1.0,Reciprocating,091,,Positioning,Cody W. Greaves,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to achieve the proper touchdown point during a full-stop landing attempt. Contributing to the accident were the pilot's failure to ensure that the aircraft was properly configured for landing, his not initiating a go-around, and a malfunction in one of the main landing gear braking systems.",25-09-2020,1.0,0.0,0.0,0,cessna-182q,cessna-182q
Accident,WPR09LA169,2009-03-28,"San Carlos, CA",United States,373050N,1221435W,KSQL,San Carlos,Non-Fatal,Substantial,Airplane,N9249W,piper,pa-28-235,No,1.0,Reciprocating,091,,Personal,Flying Vets of San Francisco,0.0,0.0,4.0,0.0,VMC,A total loss of engine power during the initial climb for undetermined reasons.,25-09-2020,4.0,0.0,0.0,0,piper-pa-28-235,piper-pa-28-235
Accident,WPR09LA170,2009-03-28,"Madera, CA",United States,365950N,0120659W,KMAE,Madera,Non-Fatal,Substantial,Airplane,N2445S,cessna,t210l,No,1.0,Reciprocating,091,,Personal,DAVIS DAVID L,0.0,0.0,2.0,0.0,VMC,A total loss of engine power during the initial climb due to fuel exhaustion as a result of the pilot's failure to properly monitor the airplane's fuel quantity and to correctly ascertain the fuel on board the airplane prior to takeoff.,25-09-2020,2.0,0.0,0.0,0,cessna-t210l,cessna-t210l
Accident,WPR09CA174,2009-03-28,"Beaver, UT",United States,038160N,0112380W,,,Non-Fatal,Substantial,Airplane,N665AM,aviat,a-1b,No,1.0,Reciprocating,091,,Personal,"Prestige Aircraft, Inc.",0.0,0.0,0.0,1.0,VMC,The pilot's inadequate compensation for the wind gusts.,25-09-2020,1.0,0.0,0.0,0,aviat-a-1b,aviat-a-1b
Accident,ERA09LA224,2009-03-28,"Atlanta, GA",United States,333826N,0842537W,ATL,Hartsfield Jackson Int. Arpt,Non-Fatal,Minor,Airplane,N941DL,mcdonnell douglas,md88,No,2.0,Turbo Jet,121,SCHD,,Delta Air Lines Inc,0.0,0.0,1.0,136.0,IMC,The flight attendants failure to properly restrain herself after taking her jumpseat.,25-09-2020,137.0,0.0,0.0,0,mcdonnell douglas-md88,mcdonnell douglas-md88
Accident,WPR09LA171,2009-03-29,"Salt Lake City, UT",United States,404745N,1115742W,KSLC,Salt Lake City International,Non-Fatal,Substantial,Airplane,N44FR,cessna,550,No,2.0,Turbo Fan,091,,Executive/corporate,FRITZI JET LLC,0.0,0.0,0.0,3.0,VMC,The uncommanded retraction of the right main landing gear hydraulic actuator strut for undetermined reasons.,25-09-2020,3.0,0.0,0.0,0,cessna-550,cessna-550
